DATE_HOUR,FROM_STOP_NAME,TOTAL_PASSENGER
2024-06-27 02,Iruloor Junction,11
2024-06-27 02,Vellanchira,52
2024-06-27 02,Kulathoor,72
2024-06-27 02,Pullanivila,11
2024-06-27 02,Mannarakonam,1
2024-06-27 02,Kuravankonam,7
2024-06-27 02,Vandannur,55
2024-06-27 02,Vellaikadavu,69
2024-06-27 02,Seemamula Mukku,17
2024-06-27 02,Konkalam Junction,4
2024-06-27 02,Punkumood,9
2024-06-27 02,Mele Aramthanam,15
2024-06-27 02,Peroorkada Junction,119
2024-06-27 02,Panangodu Junction,93
2024-06-27 02,Museum Public Office Complex,9
2024-06-27 02,Kuttichal,57
2024-06-27 02,Melathumele,36
2024-06-27 02,Kurisadi Junction Karyavattom,3
2024-06-27 02,Kachani Junction,41
2024-06-27 02,Valiyathura Shangumugam,97
2024-06-27 02,Paruthikkuzhy,26
2024-06-27 02,Killipalam,21
2024-06-27 02,Edavacode,3
2024-06-27 02,Techno Park Rear Gate Vallathode,19
2024-06-27 02,Poovachal,15
2024-06-27 02,Pachaloor Chudukadu Temple,3
2024-06-27 02,Karette,18
2024-06-27 02,Radio Station Monvila,57
2024-06-27 02,Paravankunnu,2
2024-06-27 02,Santhivila,9
2024-06-27 02,Chenkottukonam Astlramam Swamiyar Madam,3
2024-06-27 02,Seemamulamukku,96
2024-06-27 02,Maithani,53
2024-06-27 02,Kochupally,29
2024-06-27 02,Anchamkallu,62
2024-06-27 02,Nettayam,39
2024-06-27 02,Karamana Co Opetative Bank,1
2024-06-27 02,Karyavattom University,62
2024-06-27 02,Paippinmoodu,33
2024-06-27 02,Kaliyakkavilai Bus Stand,21
2024-06-27 02,Pangappara,93
2024-06-27 02,Perumkuzhi,106
2024-06-27 02,Keezhayikonam,3
2024-06-27 02,Aruvikkara,33
2024-06-27 02,Muttada,7
2024-06-27 02,Koliyacode,58
2024-06-27 02,Lps School Thengumcode,15
2024-06-27 02,Vazhayila Paalam,8
2024-06-27 02,Murukkumpuzha,126
2024-06-27 02,Peroorkada Depot,372
2024-06-27 02,Kanakkod,8
2024-06-27 02,Thiruvalloor Lps Junction,36
2024-06-27 02,Gramattumukku,5
2024-06-27 02,Thundathil Junction,2
2024-06-27 02,Vazhichal,5
2024-06-27 02,Karakulam Panchayath,3
2024-06-27 02,Kudappanamoodu,11
2024-06-27 02,Eettimmodu,7
2024-06-27 02,Sasthamkonam,21
2024-06-27 02,Parippally,19
2024-06-27 02,Killy,16
2024-06-27 02,Parappil,22
2024-06-27 02,Kerala University,7
2024-06-27 02,Kuttiyani Lps,16
2024-06-27 02,Urban P H C Muttada,2
2024-06-27 02,Poovar Depot,3
2024-06-27 02,Puthuveettumele,15
2024-06-27 02,Puthukurichi Post Office,3
2024-06-27 02,Navacode Maranallur,18
2024-06-27 02,Padinjattumukku,33
2024-06-27 02,Mangattukonam,2
2024-06-27 02,Nellanadu,27
2024-06-27 02,Bhagat Singh Road,2
2024-06-27 02,Murinjapalam Vengode,34
2024-06-27 02,Kunnumpuram Junction,6
2024-06-27 02,Dhanuvachapuram Iti,3
2024-06-27 02,Aryancode,2
2024-06-27 02,Perumkadavila,4
2024-06-27 02,Koothali,9
2024-06-27 02,Karikkakom Vayanasala,10
2024-06-27 02,Pravachambalam,9
2024-06-27 02,Aruvipuram,2
2024-06-27 02,Thiruvallom School,4
2024-06-27 02,Saraswathy Vidyalaya School,9
2024-06-27 02,Edapazhanji Pangode Fish Market,6
2024-06-27 02,Pettah Pallimukku Junction,2
2024-06-27 02,Kalady School,4
2024-06-27 02,Civil Station Gate,3
2024-06-27 02,Chathenpra,6
2024-06-27 02,Gandhipuram,2
2024-06-27 02,Vikas Bhavan Depot,3
2024-06-27 02,Elamba,2
2024-06-27 02,Milma Junction,2
2024-06-27 02,Bhoothamadakki,2
2024-06-27 02,Museum,1
2024-06-27 02,Government Lp School Marayamuttom,1
2024-06-27 02,Mahadevapuram,2
2024-06-27 02,Karamana Sivan Kovil,3
2024-06-27 02,Erappukuzhi,4
2024-06-27 02,East Fort North Bus Stand,974
2024-06-27 02,Venkulam,8
2024-06-27 02,Malayam,29
2024-06-27 02,Velavoor,27
2024-06-27 02,Valiyavila,193
2024-06-27 02,Powdikonam,3
2024-06-27 02,Pallinada Vattapara,5
2024-06-27 02,Ponnara School,15
2024-06-27 02,Jagathy,26
2024-06-27 02,Vellayambalam Elankim Devi,59
2024-06-27 02,Thachottukavu,36
2024-06-27 02,Pallimukku,12
2024-06-27 02,Ulloor,299
2024-06-27 02,Kovalam Beach,58
2024-06-27 02,Panachamoodu,14
2024-06-27 02,Chellamagalam Panjayath,64
2024-06-27 02,Statue,7
2024-06-27 02,Pachalloor,18
2024-06-27 02,Sn Nagar,98
2024-06-27 02,Aiyroopara,82
2024-06-27 02,16th Mile,64
2024-06-27 02,Thoongampara,30
2024-06-27 02,Puthanpalam,21
2024-06-27 02,Nannattukavu,12
2024-06-27 02,Keraladithyapuram,4
2024-06-27 02,28th Mile,2
2024-06-27 02,Neeramankara,16
2024-06-27 02,Thrikkannapuram,19
2024-06-27 02,Karakulam Palam,36
2024-06-27 02,Ambalathara,20
2024-06-27 02,Maruthankuzhi,98
2024-06-27 02,Chowalloor,25
2024-06-27 02,Eliyavoor,25
2024-06-27 02,Poundukadavu,36
2024-06-27 02,Rotary,76
2024-06-27 02,Malayinkeezh,23
2024-06-27 02,Koduganoor,18
2024-06-27 02,Vellumannady School,6
2024-06-27 02,Kanjirampara Junction,7
2024-06-27 02,Kalliyoor Grama Panchayath Office,83
2024-06-27 02,Fathima Thumba,14
2024-06-27 02,Medical College Thiruvananthapuram,58
2024-06-27 02,Vembayam,119
2024-06-27 02,Water Tank Pallithura,20
2024-06-27 02,Neyyattinkara Bus Station,245
2024-06-27 02,Nellimoodu Junction,85
2024-06-27 02,Puthiyathura Junction,43
2024-06-27 02,East Fort Bus Stand,167
2024-06-27 02,Korani Junction,99
2024-06-27 02,Oorambu,26
2024-06-27 02,Mithrumala,22
2024-06-27 02,Pamamcode,20
2024-06-27 02,Pattom Sut Hospital,6
2024-06-27 02,Parottukonam,3
2024-06-27 02,Mettukada,65
2024-06-27 02,East Fort South Bus Stand,401
2024-06-27 02,Model School Thycaud,1
2024-06-27 02,Aryanadu,62
2024-06-27 02,Kuzhivila,88
2024-06-27 02,Uchakkada,46
2024-06-27 02,Mukkolakkal,13
2024-06-27 02,Cheriyakolla,14
2024-06-27 02,Mangalathukonam,16
2024-06-27 02,Mylamoodu,35
2024-06-27 02,Murinjapalam,92
2024-06-27 02,Thozhukkal,34
2024-06-27 02,Vizhinjam Junction,13
2024-06-27 02,Poonthura Junction,68
2024-06-27 02,Rcc Thiruvananthapuram,36
2024-06-27 02,Karingadamugal,24
2024-06-27 02,Crpf Gate,58
2024-06-27 02,Peroorkada,37
2024-06-27 02,Pachalloor School,65
2024-06-27 02,Irinchayam,27
2024-06-27 02,Sasthamangalam,25
2024-06-27 02,Oruvathilkotta,9
2024-06-27 02,Vettuthura,30
2024-06-27 02,Vavarambalam,48
2024-06-27 02,Mudavanmugal,27
2024-06-27 02,Pulimood,38
2024-06-27 02,Kseb Chakkai,58
2024-06-27 02,Valiyarathala,46
2024-06-27 02,Vattayam,26
2024-06-27 02,Mottamoodu,51
2024-06-27 02,Kamaleswaram,98
2024-06-27 02,Kattadimukku,32
2024-06-27 02,Enikkara,19
2024-06-27 02,Kazhakkoottam,482
2024-06-27 02,Plavila,11
2024-06-27 02,East South Fort Bus Stand,265
2024-06-27 02,Shangumukham Beach,67
2024-06-27 02,Mamam,20
2024-06-27 02,Pattom Sut Office,263
2024-06-27 02,Panthalakkod,5
2024-06-27 02,Olathanni Junction,49
2024-06-27 02,Shangumukham,29
2024-06-27 02,Kumili Temple,8
2024-06-27 02,Perekonam,6
2024-06-27 02,Maranalloor,31
2024-06-27 02,Koppam,9
2024-06-27 02,Vavarambalam A,10
2024-06-27 02,Konchiravila Temple,2
2024-06-27 02,Nalanchira Main Gate,51
2024-06-27 02,Ks Road Kovalam Junction,21
2024-06-27 02,Parassala,38
2024-06-27 02,Chittazha,94
2024-06-27 02,Chanthavila,58
2024-06-27 02,Thaliyil Temple,8
2024-06-27 02,Muramel,5
2024-06-27 02,Paraniyam,43
2024-06-27 02,Karyavattom,3
2024-06-27 02,Thampanoor Main Bus Stand,591
2024-06-27 02,Powdikonam Melemukku,4
2024-06-27 02,Pattara,3
2024-06-27 02,Charummoodu,17
2024-06-27 02,Mananthala,22
2024-06-27 02,Kallumoodu,57
2024-06-27 02,Pms Dental College,9
2024-06-27 02,Malamelkunnu,19
2024-06-27 02,Aruvippuram,1
2024-06-27 02,6th Stone Vazhayila,8
2024-06-27 02,Kalliyodu,47
2024-06-27 02,Sainik School,34
2024-06-27 02,Technopark Front Gate,4
2024-06-27 02,Moozhi,15
2024-06-27 02,Paalapooru Junction,34
2024-06-27 02,Arumanior Junction,56
2024-06-27 02,Kollamkonam,39
2024-06-27 02,Thannimoodu,59
2024-06-27 02,Kovalam Junction,55
2024-06-27 02,Pazhayakada Junction,29
2024-06-27 02,Konchira,35
2024-06-27 02,Chiramukku,10
2024-06-27 02,Post Office Manivila,9
2024-06-27 02,Panimoola Temple,11
2024-06-27 02,Pulinkudy,37
2024-06-27 02,Vizhinjam Bus Stand,93
2024-06-27 02,Beema Pally,59
2024-06-27 02,Kunnapuzha,35
2024-06-27 02,Vamanapuram Phc,9
2024-06-27 02,Vettukadu,14
2024-06-27 02,Aliyeltharatta,11
2024-06-27 02,Sreekaryam Junction,261
2024-06-27 02,Vellayambalam,48
2024-06-27 02,Pwodeesyaram Society Muku,3
2024-06-27 02,Mangalapuram East,101
2024-06-27 02,Ooruttambalam,36
2024-06-27 02,Pallivila,8
2024-06-27 02,Pallichal Junction,31
2024-06-27 02,Vavara Ambalam,42
2024-06-27 02,Attingal Bus Station,335
2024-06-27 02,Manacaud,2
2024-06-27 02,Chirayinkeezhu Bus Stand,75
2024-06-27 02,Attukal Temple,5
2024-06-27 02,Venjarammoodu Depot,503
2024-06-27 02,Arumanoorkada,9
2024-06-27 02,Kodungavila,18
2024-06-27 02,Pachalloor Junction,4
2024-06-27 02,Koithoorkonam,17
2024-06-27 02,Kaniyapuram,182
2024-06-27 02,Kachani,9
2024-06-27 02,Vaduvothu Temple,5
2024-06-27 02,Kovilloor Ambalam,14
2024-06-27 02,Enchakkal,7
2024-06-27 02,Peyad,1
2024-06-27 02,Muthalapozhi Palam,8
2024-06-27 02,Thrippadapuram,2
2024-06-27 02,Vazhavilapaalam,3
2024-06-27 02,Jts Mancha,22
2024-06-27 02,8 Stone Mir,6
2024-06-27 02,Block Junction Venkavila,13
2024-06-27 02,Muttada St Joseph School,1
2024-06-27 02,Arattukuzhi,2
2024-06-27 02,Anthiyoorkonam,8
2024-06-27 02,Nettirachira,8
2024-06-27 02,Kaipadi,5
2024-06-27 02,Vazhuthacaud Kalabhavan Theatre,6
2024-06-27 02,Chittarikonam,3
2024-06-27 02,Beemapalli Back,22
2024-06-27 02,Chempoor Junction,3
2024-06-27 02,Mamkoottam,6
2024-06-27 02,Concordia Lutheran High School,1
2024-06-27 02,Keezharoor,6
2024-06-27 02,Kuruvinmugal,15
2024-06-27 02,Ariyottukonam,12
2024-06-27 02,Scooter Factory,3
2024-06-27 02,Kodukunnu Palli Or Puthukunnu Church,2
2024-06-27 02,Sasthavattom,13
2024-06-27 02,Fort Hospital,6
2024-06-27 02,Thottumukku,14
2024-06-27 02,Karakulam Keltron Junction,12
2024-06-27 02,Nilamamoodu,4
2024-06-27 02,Kattela,15
2024-06-27 02,Vengode,18
2024-06-27 02,Avanavanchery,5
2024-06-27 02,Poovanathin Moodu,8
2024-06-27 02,Kudappanakunnu Civil Station Jn,6
2024-06-27 02,Palayam Saphalyam,2
2024-06-27 02,Panagod,14
2024-06-27 02,Koonanvenga 1,9
2024-06-27 02,Military Hospital Pangodu,5
2024-06-27 02,Madrasmukku,2
2024-06-27 02,Valliya Kattayikkal,3
2024-06-27 02,Pattom Lic,1
2024-06-27 02,Thottakkade,1
2024-06-27 02,Kims Venpalavattom,2
2024-06-27 02,Mangattukadavu,4
2024-06-27 02,Sk Hospital,1
2024-06-27 02,Andoorkonam Hospital,2
2024-06-27 02,Azhikode,17
2024-06-27 02,Moongodu,4
2024-06-27 01,Karakulam Post,8
2024-06-27 01,Vengode,28
2024-06-27 01,Karyavattom University,27
2024-06-27 01,Nannattukavu A,14
2024-06-27 01,Kuttiyani,18
2024-06-27 01,Radio Station Monvila,35
2024-06-27 01,Vazhavilapaalam,6
2024-06-27 01,Karamana Co Opetative Bank,3
2024-06-27 01,Perumkadavila,9
2024-06-27 01,Eliyavoor,32
2024-06-27 01,Venganoor,69
2024-06-27 01,Poojapura Junction,5
2024-06-27 01,Peroorkada,32
2024-06-27 01,Vencode,4
2024-06-27 01,Puthanpalam,10
2024-06-27 01,Devaswom Board,2
2024-06-27 01,Kanakakunnu,1
2024-06-27 01,Jts Mancha,67
2024-06-27 01,Vandannur,20
2024-06-27 01,Fathima Thumba,11
2024-06-27 01,Vellumannady Palam,9
2024-06-27 01,Keezhayikonam,7
2024-06-27 01,Koppam,16
2024-06-27 01,Madhupalam,11
2024-06-27 01,Pattoor Junction,44
2024-06-27 01,Puthiyathura Junction,41
2024-06-27 01,Vandithadam,138
2024-06-27 01,Scooter Factory,5
2024-06-27 01,Venkavila Junction,5
2024-06-27 01,Perumathura,42
2024-06-27 01,Kochupally,47
2024-06-27 01,Aruvikkarakonam,39
2024-06-27 01,Panangodu Junction,49
2024-06-27 01,San Nagar,5
2024-06-27 01,Kadinamkulam,101
2024-06-27 01,6th Stone Vazhayila,10
2024-06-27 01,Murinjapalam Vengode,1
2024-06-27 01,Vavara Ambalam,2
2024-06-27 01,Mettukada,8
2024-06-27 01,Maithani,38
2024-06-27 01,Mankattumoola,9
2024-06-27 01,Vettuthura,22
2024-06-27 01,Parassala,8
2024-06-27 01,Puliyarakkonam,56
2024-06-27 01,Maruthankuzhi,12
2024-06-27 01,Mukkola,46
2024-06-27 01,Kseb Chakkai,20
2024-06-27 01,Kiliyoor,88
2024-06-27 01,Kuttichal,47
2024-06-27 01,Mullassery,19
2024-06-27 01,Pattoor,20
2024-06-27 01,Thumpod,14
2024-06-27 01,Ariyottukonam,15
2024-06-27 01,Aiyroopara,34
2024-06-27 01,Poundukadavu,12
2024-06-27 01,Njadoorkonam,79
2024-06-27 01,Pakaloor,15
2024-06-27 01,Irinchayam,25
2024-06-27 01,Valiyavila,16
2024-06-27 01,Gramattumukku,3
2024-06-27 01,Melathumele,14
2024-06-27 01,Latex Junction Or Chitralekha Studio,23
2024-06-27 01,St Andrews,12
2024-06-27 01,Balaramapuram,58
2024-06-27 01,Chappath,30
2024-06-27 01,Karakulam Panchayath,1
2024-06-27 01,Kattakkada,131
2024-06-27 01,Mottamoodu,20
2024-06-27 01,Pettah Pallimukku Junction,1
2024-06-27 01,Paippinmoodu,11
2024-06-27 01,Kovalam Junction,44
2024-06-27 01,16th Mile,79
2024-06-27 01,Kerala University,1
2024-06-27 01,Mangalapuram,77
2024-06-27 01,Kachani Junction,66
2024-06-27 01,Nellimoodu Junction,58
2024-06-27 01,Ooruttambalam,4
2024-06-27 01,Thrikkannapuram,4
2024-06-27 01,Palukal,18
2024-06-27 01,Ulloor,122
2024-06-27 01,Punnakkamugal,5
2024-06-27 01,Puthoorkonam Junction,2
2024-06-27 01,Vattappara,79
2024-06-27 01,Konchira,30
2024-06-27 01,Kalliyodu,20
2024-06-27 01,Thozhukkal,32
2024-06-27 01,Anchamkallu,10
2024-06-27 01,Vayalikada,41
2024-06-27 01,Chellamagalam Panjayath,38
2024-06-27 01,Kaithakkadu,35
2024-06-27 01,Athiyanoor,21
2024-06-27 01,Nannattukavu,17
2024-06-27 01,Puthukurichy Church,32
2024-06-27 01,Pullampara Palam,16
2024-06-27 01,Peyad,26
2024-06-27 01,Mangodu Temple,26
2024-06-27 01,Easwara Vilasam Cotton Hill School,2
2024-06-27 01,Pozhiyoor Junction,43
2024-06-27 01,Nalanchira Kurishadi,1
2024-06-27 01,Block Junction Venkavila,16
2024-06-27 01,Anthiyoorkonam,12
2024-06-27 01,Palayam Saphalyam,6
2024-06-27 01,Ayilam,16
2024-06-27 01,Ambalamukku,25
2024-06-27 01,Poovachal,15
2024-06-27 01,Chittazha,24
2024-06-27 01,Vellaikadavu,50
2024-06-27 01,Vettinadu,23
2024-06-27 01,Kottarakkari,28
2024-06-27 01,Poovanathin Moodu,6
2024-06-27 01,Poonthura Junction,36
2024-06-27 01,Iruloor Junction,2
2024-06-27 01,Kazhakkoottam,274
2024-06-27 01,Karakonam,19
2024-06-27 01,Civil Station Kudappanakunnu,7
2024-06-27 01,Valiyathura,37
2024-06-27 01,Ayurveda College,3
2024-06-27 01,Medical College Thiruvananthapuram,4
2024-06-27 01,Chakai,54
2024-06-27 01,Azhimala Temple,4
2024-06-27 01,Cheeranikkara,35
2024-06-27 01,Anayara,15
2024-06-27 01,Kuzhivila,55
2024-06-27 01,Arumanior Junction,26
2024-06-27 01,Ookkodu,17
2024-06-27 01,Pappanamcode,62
2024-06-27 01,Karakulam Keltron Junction,2
2024-06-27 01,Kattayikonam,59
2024-06-27 01,Vazhamuttom,16
2024-06-27 01,Charummoodu,24
2024-06-27 01,Kallayam,35
2024-06-27 01,Valliya Kattayikkal,4
2024-06-27 01,Ozhukupara,30
2024-06-27 01,Pattom Sut Office,83
2024-06-27 01,Kaniyapuram,112
2024-06-27 01,Santhivila Up School,20
2024-06-27 01,Valiyathura Shangumugam,24
2024-06-27 01,Mele Aramthanam,27
2024-06-27 01,Mithrumala,23
2024-06-27 01,Maranalloor,13
2024-06-27 01,10th Stone Patham Kallu,17
2024-06-27 01,Plathara,14
2024-06-27 01,Pamamcode,12
2024-06-27 01,Palayam Bakery Junction,6
2024-06-27 01,Pirappancode,29
2024-06-27 01,Perumkuzhi,118
2024-06-27 01,Moozhi,7
2024-06-27 01,Lms Corporation Office,1
2024-06-27 01,Vazhayila Paalam,4
2024-06-27 01,Vattiyoorkavu,2
2024-06-27 01,Nettayam,48
2024-06-27 01,Kamaleswaram,66
2024-06-27 01,Pappanamcode Ksrtc Depot,11
2024-06-27 01,Shangumukham,30
2024-06-27 01,Aruvippuram,11
2024-06-27 01,Elamba,12
2024-06-27 01,Muthuvila,80
2024-06-27 01,Chavadimukku,1
2024-06-27 01,Koliyacode,33
2024-06-27 01,Peroorkada Junction,95
2024-06-27 01,Dpi Junction,4
2024-06-27 01,Nemom,31
2024-06-27 01,Kumarapuram,16
2024-06-27 01,Jagathy,10
2024-06-27 01,Uchakkada,31
2024-06-27 01,Pachira,29
2024-06-27 01,Olathanni Junction,24
2024-06-27 01,Velavoor,40
2024-06-27 01,Malayam,18
2024-06-27 01,Erappukuzhi,2
2024-06-27 01,Pezhummoodu Junction,30
2024-06-27 01,Ramapuram Temple,9
2024-06-27 01,Kachani,18
2024-06-27 01,Mudavanmugal,14
2024-06-27 01,Chowalloor,30
2024-06-27 01,Chanthavila,48
2024-06-27 01,Pattom Lic,3
2024-06-27 01,Vikas Bhavan Depot,7
2024-06-27 01,Rotary,6
2024-06-27 01,Kudappanamoodu,12
2024-06-27 01,East Mukkola,11
2024-06-27 01,Sree Karyam,43
2024-06-27 01,Vellarada Ksrtc Depot,9
2024-06-27 01,Veli Church,15
2024-06-27 01,Perekonam,9
2024-06-27 01,Moonnanakuzhi,2
2024-06-27 01,Mukkolakkal,1
2024-06-27 01,Madankav,8
2024-06-27 01,Mottalumoodu,1
2024-06-27 01,Palathara,1
2024-06-27 01,Fort Hospital,9
2024-06-27 01,Pallinada Vattapara,2
2024-06-27 01,Seemamula Mukku,1
2024-06-27 01,Mukkolakkal Temple,1
2024-06-27 01,Kims Venpalavattom,7
2024-06-27 01,Bakery Junction,1
2024-06-27 01,Panachamoodu,2
2024-06-27 01,Chemboor,5
2024-06-27 01,Cheruvallimukku,2
2024-06-27 01,Punchakkari,43
2024-06-27 01,Sn Nagar,54
2024-06-27 01,Ambalathara,1
2024-06-27 01,Kattadimukku,50
2024-06-27 01,Kalliyoor,15
2024-06-27 01,Ulloor A,2
2024-06-27 01,Sainik School,14
2024-06-27 01,Venjarammoodu Depot,307
2024-06-27 01,Dhanuvachapuram Iti,11
2024-06-27 01,Statue Sbi,366
2024-06-27 01,Andoorkonam Hospital,29
2024-06-27 01,Thiruvallam,127
2024-06-27 01,Nedumangad Bus Stand,199
2024-06-27 01,Korani Junction,74
2024-06-27 01,Karyavattom,1
2024-06-27 01,Chempoor Junction,5
2024-06-27 01,Nehru Junction,7
2024-06-27 01,Navacode Maranallur,13
2024-06-27 01,Kollamkonam,31
2024-06-27 01,Thannimoodu,41
2024-06-27 01,Murinjapalam,55
2024-06-27 01,Mannamoola,4
2024-06-27 01,Beema Pally,37
2024-06-27 01,Mananthala,11
2024-06-27 01,Killipalam,1
2024-06-27 01,Mylamoodu,27
2024-06-27 01,Thampanoor Railway Station,62
2024-06-27 01,Azhikode,7
2024-06-27 01,Vizhinjam Bus Stand,66
2024-06-27 01,Pangappara,27
2024-06-27 01,Thekkada Junction,27
2024-06-27 01,Enikkara,13
2024-06-27 01,Karamana,4
2024-06-27 01,Karamana Junction,39
2024-06-27 01,Vedivechan Kovil,28
2024-06-27 01,Murukkumpuzha,126
2024-06-27 01,Vembayam,76
2024-06-27 01,Crpf Gate,35
2024-06-27 01,Sreekariyam,25
2024-06-27 01,Titanium,8
2024-06-27 01,Thoongampara,55
2024-06-27 01,Valiyarathala,38
2024-06-27 01,Poovar Depot,11
2024-06-27 01,Neyyattinkara Bus Station,140
2024-06-27 01,Vavarambalam A,7
2024-06-27 01,Malamelkunnu,28
2024-06-27 01,Vellayambalam,22
2024-06-27 01,Kanjiramkulam,80
2024-06-27 01,East Fort Bus Stand,122
2024-06-27 01,Vamanapuram Phc,7
2024-06-27 01,Post Office Manivila,6
2024-06-27 01,Chirayinkeezhu Bus Stand,111
2024-06-27 01,Nilamamoodu,6
2024-06-27 01,Aryanadu,38
2024-06-27 01,World Market,56
2024-06-27 01,Kalliyoor Grama Panchayath Office,38
2024-06-27 01,Karipur,1
2024-06-27 01,Karikkakom Temple,5
2024-06-27 01,Veli Lake,5
2024-06-27 01,Kavadithalakkal,1
2024-06-27 01,Pallichal Junction,8
2024-06-27 01,Arappura,7
2024-06-27 01,Karikkakom Vayanasala,10
2024-06-27 01,Pirambilkonam,30
2024-06-27 01,Karette,31
2024-06-27 01,Kottamukal,7
2024-06-27 01,Rcc Thiruvananthapuram,2
2024-06-27 01,Madhapuram Crasher,24
2024-06-27 01,Pachaloor Chudukadu Temple,3
2024-06-27 01,Koithoorkonam,32
2024-06-27 01,8th Stone,2
2024-06-27 01,Paruthikkuzhy,9
2024-06-27 01,Nalamkallu,5
2024-06-27 01,Kanjirampara Junction,5
2024-06-27 01,Pulinkudy,52
2024-06-27 01,Concordia Lutheran High School,5
2024-06-27 01,Poovar Bus Stand,193
2024-06-27 01,East Fort South Bus Stand,111
2024-06-27 01,Channakara,27
2024-06-27 01,Kallara Bus Stand,17
2024-06-27 01,Shangumukham Beach,29
2024-06-27 01,Muthalapozhi Palam,5
2024-06-27 01,Nettirachira,7
2024-06-27 01,Chenkavila Junction,6
2024-06-27 01,Mamam,23
2024-06-27 01,Kesavadasapuram,13
2024-06-27 01,Kuttimoodu,43
2024-06-27 01,Malayinkeezh,18
2024-06-27 01,J T S Mancha,3
2024-06-27 01,Kanjirampara,38
2024-06-27 01,Vellayambalam Elankim Devi,19
2024-06-27 01,Thampanoor Main Bus Stand,339
2024-06-27 01,Konkalam Junction,2
2024-06-27 01,Aruvikkara,21
2024-06-27 01,Karakulam Palam,18
2024-06-27 01,Kayalkara,20
2024-06-27 01,Kulasekharam,22
2024-06-27 01,Statue Bsnl,29
2024-06-27 01,Mangalapuram East,49
2024-06-27 01,Irinchayam Steps,4
2024-06-27 01,Padinjattumukku,23
2024-06-27 01,Cheru Vettukadu,2
2024-06-27 01,Kavinpuram,27
2024-06-27 01,Peroorkada Depot,190
2024-06-27 01,Pachalloor School,20
2024-06-27 01,Vettukadu,37
2024-06-27 01,Sreekaryam Junction,137
2024-06-27 01,Kallumoodu,22
2024-06-27 01,Kodunganoor,2
2024-06-27 01,Kaliyakkavilai Bus Stand,31
2024-06-27 01,Muttukonam,28
2024-06-27 01,Mannanthala,33
2024-06-27 01,Vavarambalam,31
2024-06-27 01,Pulimood,22
2024-06-27 01,Palayam Fine Arts College,13
2024-06-27 01,Koduganoor,11
2024-06-27 01,Mulamumukku,7
2024-06-27 01,Thiruvalloor Lps Junction,12
2024-06-27 01,Pmg,18
2024-06-27 01,Medical College Bus Stand,3
2024-06-27 01,Aryancode,17
2024-06-27 01,Water Tank Pallithura,5
2024-06-27 01,East Fort North Bus Stand,692
2024-06-27 01,Seemamulamukku,24
2024-06-27 01,Karinchathi,1
2024-06-27 01,Mannarakonam,1
2024-06-27 01,Agricultural College Poonkulam,33
2024-06-27 01,Government Lp School Marayamuttom,3
2024-06-27 01,Oorambu,23
2024-06-27 01,Kulathoor,56
2024-06-27 01,Ks Road Kovalam Junction,45
2024-06-27 01,Killy,6
2024-06-27 01,Nalanchira Main Gate,13
2024-06-27 01,Neeramankara,4
2024-06-27 01,Kowdiar,12
2024-06-27 01,Enchakkal,3
2024-06-27 01,Attingal Bus Station,267
2024-06-27 01,Chempazhanthy,25
2024-06-27 01,Panagod,22
2024-06-27 01,Pothencode,306
2024-06-27 01,Kumarichantha,58
2024-06-27 01,Vazhichal,19
2024-06-27 01,Powdikonam Melemukku,7
2024-06-27 01,Vellanchira,19
2024-06-27 01,Paraniyam,39
2024-06-27 01,Pazhayakada Junction,21
2024-06-27 01,Karamana Prs,1
2024-06-27 01,Chenkottukonam,32
2024-06-27 01,East South Fort Bus Stand,159
2024-06-27 01,Postoffice Junction Parassala,18
2024-06-27 01,Pullikonam,18
2024-06-27 01,Irumpa,33
2024-06-27 01,Kodungavila,15
2024-06-27 01,Pottanpara,7
2024-06-27 01,Museum,1
2024-06-27 01,Puthuveettumele,1
2024-06-27 01,Venkulam,2
2024-06-27 01,Thampanoor Ktdc Chaithram,28
2024-06-27 01,Kuravankonam,2
2024-06-27 01,Karumom Vishnu Temple,2
2024-06-27 01,Pattom Sut Hospital,2
2024-06-27 01,Saraswathy Vidyalaya School,3
2024-06-27 01,Kovalam Beach,9
2024-06-27 01,Ponnara School,1
2024-06-27 01,Bhoothamadakki,5
2024-06-27 01,Kodukunnu Palli Or Puthukunnu Church,3
2024-06-27 01,Mamkoottam,1
2024-06-27 01,Ottasekharamangalam,1
2024-06-27 01,Cheriyakolla,1
2024-06-27 01,Punkumood,5
2024-06-27 00,Vavarambalam,10
2024-06-27 00,Arumanior Junction,27
2024-06-27 00,Kanjirampara,13
2024-06-27 00,Chowalloor,14
2024-06-27 00,Kuttiyani,8
2024-06-27 00,Vandithadam,43
2024-06-27 00,Rotary,1
2024-06-27 00,Kattadimukku,35
2024-06-27 00,Seemamulamukku,11
2024-06-27 00,Kaniyapuram,52
2024-06-27 00,Aruvattukonam Point,1
2024-06-27 00,Vellayambalam,5
2024-06-27 00,Thampanoor Main Bus Stand,36
2024-06-27 00,Uchakkada,7
2024-06-27 00,Kachani Junction,24
2024-06-27 00,Vembayam,19
2024-06-27 00,Kochupally,8
2024-06-27 00,Kochuveli Railway Station,170
2024-06-27 00,Kanjiramkulam,1
2024-06-27 00,Kumarapuram,1
2024-06-27 00,Azhikode,8
2024-06-27 00,Karakulam Palam,4
2024-06-27 00,Pattoor,2
2024-06-27 00,Kottarakkari,36
2024-06-27 00,Neyyattinkara Bus Station,22
