DATE_HOUR,FROM_STOP_NAME,TOTAL_PASSENGER
2024-07-12 03,Kanithadam Check Post,5
2024-07-12 03,Anchamkallu,43
2024-07-12 03,Pazhayakada Junction,95
2024-07-12 03,8th Mile,21
2024-07-12 03,Karakulam Panchayath Office,7
2024-07-12 03,Aattinpuram,15
2024-07-12 03,Changa Junction,19
2024-07-12 03,Radio Park Junction,18
2024-07-12 03,Pullampara Palam,98
2024-07-12 03,Neyyattinkara,121
2024-07-12 03,Kallayam,129
2024-07-12 03,Mullassery,53
2024-07-12 03,Karette,216
2024-07-12 03,Rotary,200
2024-07-12 03,Kovalam Beach,88
2024-07-12 03,Aruvikkara Dam,33
2024-07-12 03,Aduvalli Palam,5
2024-07-12 03,Chempoor Junction,13
2024-07-12 03,Peroorkkada,19
2024-07-12 03,Kayalkara,56
2024-07-12 03,Punnamoodu,68
2024-07-12 03,Andoorkonam Hospital,23
2024-07-12 03,Charumoodu,7
2024-07-12 03,Vavara Ambalam,25
2024-07-12 03,Kerala University,46
2024-07-12 03,Oottukuzhi,5
2024-07-12 03,Cherummoodu,4
2024-07-12 03,Palachira,7
2024-07-12 03,Attingal Bus Station,518
2024-07-12 03,Venjarammoodu Depot,888
2024-07-12 03,Kottarakkari,44
2024-07-12 03,Vedivechankovil,16
2024-07-12 03,Jagathy,80
2024-07-12 03,Anad,96
2024-07-12 03,Naduvan Vayal,11
2024-07-12 03,Ks Road Kovalam Junction,89
2024-07-12 03,Adimalathrua Church,47
2024-07-12 03,Karakonam,155
2024-07-12 03,Mithrumala,29
2024-07-12 03,Pulinkudy,118
2024-07-12 03,Njadoorkonam,120
2024-07-12 03,Vithura Kalungu,13
2024-07-12 03,Vanchiyoor,8
2024-07-12 03,Anayara,44
2024-07-12 03,Nalamkallu,37
2024-07-12 03,Manthikuzhi,19
2024-07-12 03,Kazhakkoottam Railway Station,101
2024-07-12 03,Aiyroopara,102
2024-07-12 03,Kariyam,10
2024-07-12 03,Karakulam,44
2024-07-12 03,Kseb Chakkai,135
2024-07-12 03,Vizhinjam Bus Stand,509
2024-07-12 03,Pappanamcode Ksrtc Depot,10
2024-07-12 03,East Fort,99
2024-07-12 03,Crpf Gate,130
2024-07-12 03,Chittazha,156
2024-07-12 03,Vandithadam,229
2024-07-12 03,Kalayapurm,29
2024-07-12 03,Dhanuvachapuram Iti,41
2024-07-12 03,Valiyamala,28
2024-07-12 03,Panayamuttom,43
2024-07-12 03,Nellanadu,20
2024-07-12 03,Concordia Lutheran High School,12
2024-07-12 03,Mailamoodu,6
2024-07-12 03,Lms Corporation Office,51
2024-07-12 03,Murukkumon,13
2024-07-12 03,Ksrtc Bus Stand Kilimanoor,106
2024-07-12 03,Parassala,200
2024-07-12 03,Dhanvachpuram Iti,14
2024-07-12 03,Vembayam,294
2024-07-12 03,Thozhukkal,80
2024-07-12 03,Plathara,19
2024-07-12 03,Kuttimoodu,132
2024-07-12 03,Poovar Junction,64
2024-07-12 03,Karakulam Palam,119
2024-07-12 03,Ayiroorpara,13
2024-07-12 03,Vavarambalam,29
2024-07-12 03,Chemboor,32
2024-07-12 03,Civil Station Kudappanakunnu,33
2024-07-12 03,Mangalakkal,4
2024-07-12 03,Neyattinkara,52
2024-07-12 03,Nilamel,113
2024-07-12 03,Post Office Manivila,35
2024-07-12 03,Nagaroor,11
2024-07-12 03,Nellimoodu Junction,217
2024-07-12 03,Karakulam Keltron Junction,29
2024-07-12 03,Sreekaryam Junction,451
2024-07-12 03,Nedumangadu,28
2024-07-12 03,World Market,146
2024-07-12 03,Aruvikkara,47
2024-07-12 03,Eliyavoor,67
2024-07-12 03,St Andrews,19
2024-07-12 03,Vellanad,46
2024-07-12 03,Maithani,27
2024-07-12 03,Perekonam,20
2024-07-12 03,Irinchayam Market Junction,8
2024-07-12 03,Kundamoozhi,35
2024-07-12 03,Melathumele,26
2024-07-12 03,Vattappara,145
2024-07-12 03,Velanchira,7
2024-07-12 03,Veli Church,23
2024-07-12 03,Government Lp School Marayamuttom,37
2024-07-12 03,Thettimoodu,16
2024-07-12 03,Vellarada Ksrtc Depot,221
2024-07-12 03,Ponnanchund,1
2024-07-12 03,Aliyeltharatta,5
2024-07-12 03,Panachamoodu,113
2024-07-12 03,Thiruvallom,13
2024-07-12 03,Medical College Thiruvananthapuram,52
2024-07-12 03,Koppam,65
2024-07-12 03,Thekkada Junction,65
2024-07-12 03,Karakulam Panchayath,97
2024-07-12 03,Kurusadi,7
2024-07-12 03,Kulathoor,100
2024-07-12 03,Kulappada Market/eliyavoor,4
2024-07-12 03,6th Stone Vazhayila,164
2024-07-12 03,Jts Mancha,67
2024-07-12 03,Vedivenchankovil,3
2024-07-12 03,Statue,86
2024-07-12 03,Padippottupara,3
2024-07-12 03,Madathara,17
2024-07-12 03,Kanjirampara,211
2024-07-12 03,Murukkumpuzha,145
2024-07-12 03,Pappanamcode,332
2024-07-12 03,Vedivechan Kovil,189
2024-07-12 03,Moongodu,35
2024-07-12 03,Perumkadavila,50
2024-07-12 03,Pulimood,43
2024-07-12 03,Enchappuri,20
2024-07-12 03,Postoffice Junction Parassala,140
2024-07-12 03,Nanniyode,67
2024-07-12 03,Vellayambalam Elankim Devi,91
2024-07-12 03,Kanjirampara Jn,23
2024-07-12 03,Koithoorkonam,27
2024-07-12 03,Manjamala,19
2024-07-12 03,Kannampally Junction,10
2024-07-12 03,Cheppilode,7
2024-07-12 03,Thachottukavu Junction,8
2024-07-12 03,Moozhy,3
2024-07-12 03,Plakeezhu,14
2024-07-12 03,Mottakkavu,19
2024-07-12 03,Vizhavoor Kulam,36
2024-07-12 03,Tholikode,14
2024-07-12 03,Aramthanam,13
2024-07-12 03,Uttaramcode,13
2024-07-12 03,Pullamparapaalam,1
2024-07-12 03,Manali,5
2024-07-12 03,Csi Church,6
2024-07-12 03,Arappura,20
2024-07-12 03,Kuttiyani Lps,24
2024-07-12 03,Madhapuram Crasher,21
2024-07-12 03,Malayinkeezhu,14
2024-07-12 03,Venkulam,26
2024-07-12 03,Neyyar Dam,4
2024-07-12 03,Chengalloor Hll,6
2024-07-12 03,Pandalakode,1
2024-07-12 03,Thekkathu Nada,1
2024-07-12 03,Pravachambalam,3
2024-07-12 03,Perunelli,7
2024-07-12 03,Palakuzhy,9
2024-07-12 03,Chittarikonam,9
2024-07-12 03,Model School Thycaud,5
2024-07-12 03,Kunnanpara,13
2024-07-12 03,Pattara,2
2024-07-12 03,Nallikuzhi,19
2024-07-12 03,Aruvikkara Hs,9
2024-07-12 03,Poonthura Junction,7
2024-07-12 03,Madavoor Para,1
2024-07-12 03,Velankonam,4
2024-07-12 03,Chayam,17
2024-07-12 03,Pwodeesyaram Society Muku,11
2024-07-12 03,Chappathu,6
2024-07-12 03,Ooruttambalam Govt School,18
2024-07-12 03,Pachallur School,6
2024-07-12 03,Kanthalamkonam,28
2024-07-12 03,Mulluvengammod,13
2024-07-12 03,Thanimoodu,12
2024-07-12 03,Veliyanoor Junction,28
2024-07-12 03,Ptp Nagar,1
2024-07-12 03,Kaliyikkavila,10
2024-07-12 03,Military Hospital,4
2024-07-12 03,Moovatkonam,1
2024-07-12 03,Bhadramvacha Para,1
2024-07-12 03,Panavoor Junction,6
2024-07-12 03,Bhaskar Nagar,20
2024-07-12 03,Civil Station Gate,14
2024-07-12 03,Vellalloor,5
2024-07-12 03,Machel Temple,15
2024-07-12 03,Pallivila,19
2024-07-12 03,Sk Hospital,5
2024-07-12 03,Moonanakuzhi,5
2024-07-12 03,Malanchani,14
2024-07-12 03,Elavattom,11
2024-07-12 03,Pammathikeezhu,24
2024-07-12 03,Pidaram Junction,3
2024-07-12 03,Irumaram,4
2024-07-12 03,Santhivila,18
2024-07-12 03,Vattiyoorkavu,18
2024-07-12 03,Aruvippuram,17
2024-07-12 03,Kalayapuram,1
2024-07-12 03,Vinoba Niketan,8
2024-07-12 03,Mannanthala Junction,12
2024-07-12 03,Karakulam Bridge,8
2024-07-12 03,Azhimala Temple,5
2024-07-12 03,Njadoorkonam Paikkapalli,1
2024-07-12 03,Balaji Nagar,18
2024-07-12 03,Charumood,3
2024-07-12 03,Kadinamkulam,10
2024-07-12 03,Syam Motors Eanchakkal,2
2024-07-12 03,Vellarada,1
2024-07-12 03,Kukkil Kada,2
2024-07-12 03,Theviyarukunnu,9
2024-07-12 03,Mayalathukonam,1
2024-07-12 03,Kulappada Market,8
2024-07-12 03,Arangamukal,1
2024-07-12 03,Poovar Depot,2
2024-07-12 03,6 Th Stone,2
2024-07-12 03,Pulippara,2
2024-07-12 03,Karakulam Panchayth Office,3
2024-07-12 03,Arattukuzhi,6
2024-07-12 03,Kattuvila Junction,10
2024-07-12 03,Perila,11
2024-07-12 03,Pachamala,2
2024-07-12 03,Avanavanchery,19
2024-07-12 03,Nellivila School,4
2024-07-12 03,Poozhikunnu,17
2024-07-12 03,Attukal,10
2024-07-12 03,Korani,4
2024-07-12 03,Mallambrakonam,3
2024-07-12 03,Aruvikkara H S,7
2024-07-12 03,Manjavilakam,6
2024-07-12 03,Mariyapuram,1
2024-07-12 03,Pattakudi,10
2024-07-12 03,Chilanthikuzhy,13
2024-07-12 03,Ulloor A,2
2024-07-12 03,Cheru Vettukadu,6
2024-07-12 03,Chackai,12
2024-07-12 03,Ar Nagar,4
2024-07-12 03,Kunnathukal,11
2024-07-12 03,Jawahar Junction,12
2024-07-12 03,Njekkad,3
2024-07-12 03,Udayankulangara,5
2024-07-12 03,Thempammoodu,5
2024-07-12 03,Kunnumpuram Junction,2
2024-07-12 03,Kappikadu,7
2024-07-12 03,Kazhunaadu Palam,4
2024-07-12 03,Vinobanikethan,11
2024-07-12 03,Easwara Vilasam Cotton Hill,3
2024-07-12 03,Chudukatinmukal,3
2024-07-12 03,Karumom Vishnu Temple,1
2024-07-12 03,Chengaloor,3
2024-07-12 03,Mulluvengumoodu,6
2024-07-12 03,Puliyankode,9
2024-07-12 03,Marangad,5
2024-07-12 03,Chenkottukonam Flat,3
2024-07-12 03,Kamuginkodu,3
2024-07-12 03,Chippanchira Bridge,3
2024-07-12 03,Aanaedavazhi,1
2024-07-12 03,Nallikuzhi/azhakam,1
2024-07-12 03,Malayantheri,3
2024-07-12 03,Kachani,4
2024-07-12 03,Easwara Vilasam,1
2024-07-12 03,Block Office Vattiyoorkavu,5
2024-07-12 03,Vikas Bhavan Depot,1
2024-07-12 03,Boundary,5
2024-07-12 03,Jawahar Colony Thiruvananthapuram,4
2024-07-12 03,Nemam,1
2024-07-12 02,Peyad,78
2024-07-12 02,Perumathura,68
2024-07-12 02,Beemapalli Back,14
2024-07-12 02,Irumpa,34
2024-07-12 02,Ambalathara,33
2024-07-12 02,Kumarichantha,74
2024-07-12 02,Aiyroopara,61
2024-07-12 02,Elamba,2
2024-07-12 02,Ariyottukonam,14
2024-07-12 02,Venkulam,44
2024-07-12 02,Kadinamkulam,119
2024-07-12 02,Vayalikada,67
2024-07-12 02,Vinobanikethan,18
2024-07-12 02,Mylamoodu,60
2024-07-12 02,Karakkonam,75
2024-07-12 02,Kulacode,3
2024-07-12 02,Nellanadu,18
2024-07-12 02,Thekkathu Nada,3
2024-07-12 02,Punalal Junction,21
2024-07-12 02,Kudappanakunnu Civil Station Jn,13
2024-07-12 02,Nellimoodu Junction,110
2024-07-12 02,Malayinkeezh,93
2024-07-12 02,Radio Station Monvila,78
2024-07-12 02,Ilanjiyam,11
2024-07-12 02,Civil Station Junction Kudappanakunnu,36
2024-07-12 02,Ayira School,17
2024-07-12 02,Njadoorkonam,155
2024-07-12 02,Vazhamuttom,91
2024-07-12 02,Veli Lake,48
2024-07-12 02,Koithoorkonam,19
2024-07-12 02,Chenkavila Junction,88
2024-07-12 02,Punnamoodu,30
2024-07-12 02,Pachira,36
2024-07-12 02,Nilamel,25
2024-07-12 02,Cheriyakolla,42
2024-07-12 02,Chayam,32
2024-07-12 02,6th Stone,21
2024-07-12 02,Karamana Co Opetative Bank,13
2024-07-12 02,Valyamala,11
2024-07-12 02,Ettivila,3
2024-07-12 02,Sreekaryam,2
2024-07-12 02,Techno Park Rear Gate Vallathode,26
2024-07-12 02,Perumkidavila,12
2024-07-12 02,Pattankulichapara,6
2024-07-12 02,Vithura Kalungu,1
2024-07-12 02,Chengalloor Hll,9
2024-07-12 02,Vavode Church,2
2024-07-12 02,Manjavilakam,11
2024-07-12 02,Peroorkada Junction,182
2024-07-12 02,Nannattukavu,32
2024-07-12 02,Pandalacod,7
2024-07-12 02,Ooruttambalam Govt School,8
2024-07-12 02,Kottamugal,9
2024-07-12 02,Varkala Railway Station,22
2024-07-12 02,Kulathoor,123
2024-07-12 02,Vellanad Bus Stand,241
2024-07-12 02,Kappil Hs,13
2024-07-12 02,Navacode Maranallur,37
2024-07-12 02,Statue Sbi,800
2024-07-12 02,Kuttyani,22
2024-07-12 02,Pallimukku,46
2024-07-12 02,Pmg,55
2024-07-12 02,Bakery Junction,1
2024-07-12 02,Mankayam,13
2024-07-12 02,Vithura Kalung Junction,44
2024-07-12 02,Pattom Lic,3
2024-07-12 02,Maruthoorkadavu,28
2024-07-12 02,Perunkadavila,4
2024-07-12 02,Malamelkunnu,53
2024-07-12 02,Palukal,44
2024-07-12 02,Golden Valley Check Post,1
2024-07-12 02,16th Mile,110
2024-07-12 02,Alamcode,19
2024-07-12 02,Kachani Junction,162
2024-07-12 02,Nagaroor,5
2024-07-12 02,Kalliyodu,54
2024-07-12 02,Karrate,17
2024-07-12 02,Kesavadasapuram,37
2024-07-12 02,Panavilakkodu Temple,21
2024-07-12 02,Puthanpalam,157
2024-07-12 02,Ayyappankuzhy,13
2024-07-12 02,Kamaleswaram,180
2024-07-12 02,Chempazhanthy,88
2024-07-12 02,Chittazha,134
2024-07-12 02,Mariapuram Junction,14
2024-07-12 02,Kazhakuttom,60
2024-07-12 02,Poovanathin Moodu,12
2024-07-12 02,Kanjiramkulam,102
2024-07-12 02,Vyasa Vidhyalayam Karakonam,29
2024-07-12 02,Thannimoodu,245
2024-07-12 02,Palode,135
2024-07-12 02,Ottasekharamangalam,56
2024-07-12 02,Kappam Vila,26
2024-07-12 02,Venkavila Junction,27
2024-07-12 02,Murinjapalam Vengode,25
2024-07-12 02,Jts Mancha,72
2024-07-12 02,Pulimoodu,5
2024-07-12 02,Udiyankulangara,104
2024-07-12 02,Palayam Fine Arts College,59
2024-07-12 02,Porunthamon,58
2024-07-12 02,Kooppu,1
2024-07-12 02,Chakkakkadu,13
2024-07-12 02,Crpf Gate,85
2024-07-12 02,Puthuveettumele,18
2024-07-12 02,Karakulam,9
2024-07-12 02,Peringammala,83
2024-07-12 02,Athiyanoor,117
2024-07-12 02,East Fort North Bus Stand,1251
2024-07-12 02,Kuzhivila,132
2024-07-12 02,Murinjapalam,100
2024-07-12 02,Vettinad,7
2024-07-12 02,Keezharoor,39
2024-07-12 02,10th Stone,12
2024-07-12 02,Vedivechan Kovil,200
2024-07-12 02,Nanniyode,77
2024-07-12 02,Chamavila,2
2024-07-12 02,Palakuzhy,20
2024-07-12 02,Pulimood,61
2024-07-12 02,Kseb Junction,1
2024-07-12 02,Mananthala,28
2024-07-12 02,East South Fort Bus Stand,302
2024-07-12 02,Koothali,25
2024-07-12 02,Panangodu Junction,81
2024-07-12 02,Vattapara,39
2024-07-12 02,Villant,11
2024-07-12 02,Sasthamkonam,17
2024-07-12 02,Valiyavila,268
2024-07-12 02,Vattayam,17
2024-07-12 02,Parandode,76
2024-07-12 02,Pezhummoodu Junction,40
2024-07-12 02,Vellanad,30
2024-07-12 02,Karakonam,137
2024-07-12 02,Nilamamoodu,102
2024-07-12 02,East Fort Bus Stand,462
2024-07-12 02,Paruthikuzhy,8
2024-07-12 02,Thykka Palli,8
2024-07-12 02,Kuruvadu,23
2024-07-12 02,Manivila,12
2024-07-12 02,Kakkanam,11
2024-07-12 02,Valiyathura Shangumugam,75
2024-07-12 02,Sree Karyam,119
2024-07-12 02,Perayam,14
2024-07-12 02,Panthalakkod,20
2024-07-12 02,Beemspally Ups School,15
2024-07-12 02,Puthenpalam,2
2024-07-12 02,Valiyathura,55
2024-07-12 02,Puthiyathura Junction,109
2024-07-12 02,Kurupuzha,64
2024-07-12 02,Keezhayikonam,56
2024-07-12 02,Chappath,78
2024-07-12 02,Vellarada Ksrtc Depot,268
2024-07-12 02,Oottukuzhy,81
2024-07-12 02,Chettachal Diary Farm,7
2024-07-12 02,Bonacaud,13
2024-07-12 02,Parasuvaikkal,62
2024-07-12 02,Manali,8
2024-07-12 02,Arangamukal,11
2024-07-12 02,Nalanchira Main Gate,68
2024-07-12 02,Makky,12
2024-07-12 02,Kundamoozhi,60
2024-07-12 02,Aruvattukonam Point,25
2024-07-12 02,Sasthamangalam,25
2024-07-12 02,Kiliyoor,117
2024-07-12 02,Kallar,3
2024-07-12 02,Thampanoor Railway Station,13
2024-07-12 02,Kazhakkoottam,742
2024-07-12 02,Koppam,63
2024-07-12 02,Muttada,12
2024-07-12 02,Kulappada Market/eliyavoor,19
2024-07-12 02,Kanithadum Checkpost,2
2024-07-12 02,Neyyattinkara Bus Station,809
2024-07-12 02,Mangalapuram East,42
2024-07-12 02,Ayoor,42
2024-07-12 02,Vettuthura,23
2024-07-12 02,Chellamagalam Panjayath,61
2024-07-12 02,Valiyarathala,25
2024-07-12 02,Vettayil School,20
2024-07-12 02,Parassala Depot,5
2024-07-12 02,Pammathikeezhu,4
2024-07-12 02,Chullimanoor,142
2024-07-12 02,Attukal Temple,10
2024-07-12 02,Azhimala Temple,12
2024-07-12 02,Karette,214
2024-07-12 02,Neeramankara,77
2024-07-12 02,Bounder Junction,11
2024-07-12 02,Kumari Chantha,4
2024-07-12 02,Mulluvengamood,90
2024-07-12 02,Kaliyakkavilai Bus Stand,252
2024-07-12 02,Velavoor,57
2024-07-12 02,Vellaikadavu,65
2024-07-12 02,Kulappada Market,4
2024-07-12 02,Kulangarakonam,19
2024-07-12 02,J T S Mancha,5
2024-07-12 02,Chemboor,37
2024-07-12 02,Paraniyam,61
2024-07-12 02,Chenkotkonam,2
2024-07-12 02,Puliyarakkonam,78
2024-07-12 02,Thellikkachal,8
2024-07-12 02,Poovachal,92
2024-07-12 02,Mettukada,116
2024-07-12 02,Mangalathukonam,49
2024-07-12 02,Thaliyil Temple,3
2024-07-12 02,Poovar Depot,7
2024-07-12 02,Vettukadu,47
2024-07-12 02,Mottamoodu,71
2024-07-12 02,Neyyattinkara,68
2024-07-12 02,Vencode,79
2024-07-12 02,Chirayinkeezhu Bus Stand,109
2024-07-12 02,Vandannur,91
2024-07-12 02,Elavattom,37
2024-07-12 02,Madrasmukku,1
2024-07-12 02,Bhoothamadakki,5
2024-07-12 02,Chakai,222
2024-07-12 02,Thrikkannapuram,28
2024-07-12 02,Aanad,20
2024-07-12 02,Vazhichal,11
2024-07-12 02,Kuttimoodu,116
2024-07-12 02,Mamam,49
2024-07-12 02,Balaramapuram,619
2024-07-12 02,Nalamkallu,28
2024-07-12 02,Chettachal,1
2024-07-12 02,Chirakkonam,6
2024-07-12 02,Thampanoor Main Bus Stand,1439
2024-07-12 02,Water Tank Pallithura,14
2024-07-12 02,Sreekaryam Junction,349
2024-07-12 02,Thozhukkal,99
2024-07-12 02,Koonanvenga 1,20
2024-07-12 02,Pullampara Palam,75
2024-07-12 02,Ooroottukala Temple,23
2024-07-12 02,Venkolla,6
2024-07-12 02,Kodenkara,38
2024-07-12 02,Netterachira,7
2024-07-12 02,Anad,47
2024-07-12 02,Kuriyathi,42
2024-07-12 02,Museum,8
2024-07-12 02,Kollamkonam,128
2024-07-12 02,Karamana Junction,146
2024-07-12 02,Kaliyikkavila,11
2024-07-12 02,Pezhummoodu,19
2024-07-12 02,Moovatkonam,5
2024-07-12 02,Kachani,14
2024-07-12 02,Kulasekharam,123
2024-07-12 02,Cheiyakonni,9
2024-07-12 02,Postoffice Junction Parassala,143
2024-07-12 02,Pandalakode,3
2024-07-12 02,Vattappara,280
2024-07-12 02,Pattoor Junction,129
2024-07-12 02,Nedumangaud,4
2024-07-12 02,Thiruvalloor Lps Junction,50
2024-07-12 02,Dpi Junction,46
2024-07-12 02,Kochupally,152
2024-07-12 02,Poonthura Junction,60
2024-07-12 02,Chavadi Junction,11
2024-07-12 02,Rotary,66
2024-07-12 02,Poovar Bus Stand,541
2024-07-12 02,Mithrumala,42
2024-07-12 02,Vithura Kalung,16
2024-07-12 02,Iqbal College,11
2024-07-12 02,Kilimanoor,31
2024-07-12 02,Paippinmoodu,32
2024-07-12 02,Cherappally,19
2024-07-12 02,Parassala,243
2024-07-12 02,Thirumala,77
2024-07-12 02,Museum Public Office Complex,32
2024-07-12 02,Pachalloor,14
2024-07-12 02,Vellumannady School,11
2024-07-12 02,Anthiyoorkonam,22
2024-07-12 02,School Junction Anapetty,29
2024-07-12 02,Kuthirakalam Junction,20
2024-07-12 02,Kudayal,40
2024-07-12 02,Vellayambalam,205
2024-07-12 02,Sn Nagar,202
2024-07-12 02,Mudavanmugal,19
2024-07-12 02,Karikkarathala,9
2024-07-12 02,Kavinpuram,30
2024-07-12 02,Ookkodu,32
2024-07-12 02,Njarayil Konam,14
2024-07-12 02,Karakulam Post,4
2024-07-12 02,Machel Temple,10
2024-07-12 02,Medical College Bus Stand,173
2024-07-12 02,Pallichal Junction,151
2024-07-12 02,Thumbodu,7
2024-07-12 02,Ponganadu,10
2024-07-12 02,Seemamulamukku,103
2024-07-12 02,Block Junction Venkavila,18
2024-07-12 02,Maruthamala Post Office,4
2024-07-12 02,Nattuvankavu,7
2024-07-12 02,Kuravankuzhi,6
2024-07-12 02,Perumkuzhi,109
2024-07-12 02,Madhupalam,57
2024-07-12 02,Perumkadavila,68
2024-07-12 02,Konchira,37
2024-07-12 02,Thottakkade,4
2024-07-12 02,Koduganoor,31
2024-07-12 02,Kanjirampara Junction,29
2024-07-12 02,Kurussadi,10
2024-07-12 02,Aruvippuram Temple,17
2024-07-12 02,Nettayam,194
2024-07-12 02,World Market,112
2024-07-12 02,Kulamancode,23
2024-07-12 02,Ooruttambalam,82
2024-07-12 02,Pallichal,9
2024-07-12 02,Chathancode,6
2024-07-12 02,Nannattukavu A,14
2024-07-12 02,Bhagavathipuram,5
2024-07-12 02,Karakulam Keltron Junction,33
2024-07-12 02,Contonment,4
2024-07-12 02,Powdikonam Melemukku,1
2024-07-12 02,Kaliyakavila,2
2024-07-12 02,Irinjilampally,7
2024-07-12 02,Pwodeesyaram Society Muku,13
2024-07-12 02,Killi,1
2024-07-12 02,Pongod,4
2024-07-12 02,Pannimala,19
2024-07-12 02,Pirppankode,3
2024-07-12 02,Panavoor Junction,2
2024-07-12 02,Pidaram Junction,28
2024-07-12 02,Theviyode,15
2024-07-12 02,World,3
2024-07-12 02,Ar Nagar,3
2024-07-12 02,Pothenkode,20
2024-07-12 02,Vavarambalam A,19
2024-07-12 02,School,4
2024-07-12 02,Kurinjilakkadu,5
2024-07-12 02,Panimoola Temple,24
2024-07-12 02,Athiyannoor,7
2024-07-12 02,Chapath,4
2024-07-12 02,Memala Ration Depot,22
2024-07-12 02,Proorkada,9
2024-07-12 02,Iruloor Junction,17
2024-07-12 02,Enchakkal,1
2024-07-12 02,Thoppil,7
2024-07-12 02,Kurumbayam,12
2024-07-12 02,Santhivila Junction,11
2024-07-12 02,Vavara Ambalam,18
2024-07-12 02,Kiliyanoor,8
2024-07-12 02,Amravila,3
2024-07-12 02,Kulathoor College,4
2024-07-12 02,Ayiroopara,2
2024-07-12 02,Manchavilakom School,17
2024-07-12 02,Vellumannady Palam,20
2024-07-12 02,Puthukkulam,12
2024-07-12 02,Chithara,12
2024-07-12 02,Vadasserikonam,2
2024-07-12 02,Pulippara,5
2024-07-12 02,Pozhiyoor Palam,5
2024-07-12 02,Chengaloor,4
2024-07-12 02,Chemmarathumukku,10
2024-07-12 02,Killipalam,1
2024-07-12 02,Kakkamoola,20
2024-07-12 02,Pms Dental College,18
2024-07-12 02,Manalayam,30
2024-07-12 02,Madathikonam,4
2024-07-12 02,Kazhuganpara,4
2024-07-12 02,Karingadamugal,20
2024-07-12 02,Aruvippuram Junction,6
2024-07-12 02,Madanpara,6
2024-07-12 02,Kudappanakunnu Bank Junction,21
2024-07-12 02,Venkode,10
2024-07-12 02,Mylom,27
2024-07-12 02,Vellayabalam,6
2024-07-12 02,Viswapuram A,17
2024-07-12 02,Arumanoorkada,8
2024-07-12 02,Enchappuri,9
2024-07-12 02,Block Number 3,5
2024-07-12 02,Kattela,23
2024-07-12 02,Kottoor,7
2024-07-12 02,Pottanchira,13
2024-07-12 02,Manavary,4
2024-07-12 02,Venjaramood,45
2024-07-12 02,Pattom Sut Hospital,6
2024-07-12 02,Koliyakode,4
2024-07-12 02,Kanakkod,9
2024-07-12 02,Nalanchira,2
2024-07-12 02,Eastfort,3
2024-07-12 02,Perunelli,6
2024-07-12 02,Market,9
2024-07-12 02,Karikkuzhi,1
2024-07-12 02,Menilam Library,2
2024-07-12 02,Aruvikkara Dam,9
2024-07-12 02,Pulichamala,1
2024-07-12 02,Kallikadu A,11
2024-07-12 02,Aramada,9
2024-07-12 02,Mla Palam,1
2024-07-12 02,Paruttippally,4
2024-07-12 02,Pattom St Marys Hss,1
2024-07-12 02,Kattampally,9
2024-07-12 02,Methottam,5
2024-07-12 02,Mahadevapuram,6
2024-07-12 02,Thamalam Jn,12
2024-07-12 02,Kannampally Junction,3
2024-07-12 02,Karakulam Panchayat Office,2
2024-07-12 02,Boundary,1
2024-07-12 02,Kidarakkuzhi,4
2024-07-12 02,Konkalam Junction,2
2024-07-12 02,Pezhumthode,13
2024-07-12 02,Chenkotukonam,12
2024-07-12 02,Thnnimoodu,3
2024-07-12 02,Puthanpaalam,3
2024-07-12 02,Karatte 1,15
2024-07-12 02,Njekkad,5
2024-07-12 02,Ymr Junction,2
2024-07-12 02,Madathunada,13
2024-07-12 02,Pankavu,2
2024-07-12 02,Narikkallu,1
2024-07-12 02,Punnakkamugal Junction,14
2024-07-12 02,Fort Hospital,1
2024-07-12 02,Edavacode,4
2024-07-12 02,Kunnapuzha,8
2024-07-12 02,Mylachal,1
2024-07-12 02,Vengapotta,5
2024-07-12 02,Aramada Good Shepherd,5
2024-07-12 02,Nellimoodu,2
2024-07-12 02,Agrifarm,6
2024-07-12 02,Navayikkulam Temple,5
2024-07-12 02,Mulluvengamoodu,2
2024-07-12 02,Elavupalam,4
2024-07-12 02,Arathakandappan Temple,10
2024-07-12 02,Irinjinampally,1
2024-07-12 02,Lms Corporation Office,10
2024-07-12 02,Panchayat Well,15
2024-07-12 02,Kannammoola,1
2024-07-12 02,Karamana,1
2024-07-12 02,Thumbamthody,2
2024-07-12 02,Poovar,23
2024-07-12 02,Pattoor,22
2024-07-12 02,Mottakkavu,18
2024-07-12 02,Pachalloor Junction,2
2024-07-12 02,Mannamkonam,19
2024-07-12 02,Maranalloor,97
2024-07-12 02,Vazhuthacaud Kalabhavan Theatre,5
2024-07-12 02,Kuttiyani,95
2024-07-12 02,Vandithadam,279
2024-07-12 02,Kims Venpalavattom,7
2024-07-12 02,Nedumangad Bus Stand,1212
2024-07-12 02,Thekkada Junction,83
2024-07-12 02,Peringammala Market Junction,32
2024-07-12 02,Aryanadu,302
2024-07-12 02,Mandapathinkadavu,44
2024-07-12 02,Uchakkada,241
2024-07-12 02,Pachaloor Chudukadu Temple,20
2024-07-12 02,Fathima Thumba,13
2024-07-12 02,Mele Aramthanam,16
2024-07-12 02,Ksrtc Bus Stand Kilimanoor,163
2024-07-12 02,Pazhayakada Junction,64
2024-07-12 02,Santhivila,11
2024-07-12 02,Pallivila,14
2024-07-12 02,Irumba,28
2024-07-12 02,Medical College Thiruvananthapuram,26
2024-07-12 02,Plavila,25
2024-07-12 02,Vellanchira,61
